Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
6254,The Wanderers 2016 Re-release,14492,14492,0,2016.csv,2016,1.0,0.0
6255,Antarctica: Ice and Sky 2017 Re-release,14475,14475,0,2017.csv,2017,1.0,0.0
6256,The Public Image is Rotten,14464,11293,3171,2018.csv,2018,0.7807660398230089,0.21923396017699115
6257,The Two Escobars,14457,14457,0,2010.csv,2010,1.0,0.0
6258,My Son 2019 Re-release,14450,14450,0,2019.csv,2019,1.0,0.0
6259,The Last Movie Star,14410,14410,0,2018.csv,2018,1.0,0.0
6260,The Unbelievers,14400,14400,0,2013.csv,2013,1.0,0.0
6261,The Uncondemned,14393,14393,0,2016.csv,2016,1.0,0.0
6262,Exhibition,14378,14344,34,2014.csv,2014,0.9976352761162888,0.0023647238837112253
6263,Justice Is Mind,14360,14360,0,2013.csv,2013,1.0,0.0
6264,Gone Doggy Gone,14354,14354,0,2015.csv,2015,1.0,0.0
6265,Peep World,14351,14351,0,2011.csv,2011,1.0,0.0
6266,Machines,14331,9710,4621,2017.csv,2017,0.6775521596538971,0.32244784034610285
6267,Never Stand Still,14272,14272,0,2012.csv,2012,1.0,0.0
6268,Combat Obscura,14242,14242,0,2019.csv,2019,1.0,0.0
6269,Saheb Biwi Aur Gangster,14231,14231,0,2011.csv,2011,1.0,0.0
6270,Brother Nature,14218,14218,0,2016.csv,2016,1.0,0.0
6271,A Perfect Man,14147,7117,7030,2013.csv,2013,0.5030748568601117,0.49692514313988834
6272,Newtown,14109,14109,0,2016.csv,2016,1.0,0.0
6273,We Won't Grow Old Together,14104,14104,0,2012.csv,2012,1.0,0.0
6274,Shangri-La Suite,14073,14073,0,2016.csv,2016,1.0,0.0
6275,Gayby,14062,14062,0,2012.csv,2012,1.0,0.0
6276,6 Month Rule,14057,14057,0,2012.csv,2012,1.0,0.0
6277,Head Games,14056,14056,0,2012.csv,2012,1.0,0.0
6278,Ghetto Physics,14034,14034,0,2010.csv,2010,1.0,0.0
6279,Chasing the Blues,14030,14030,0,2018.csv,2018,1.0,0.0
6280,Il Futuro,14001,14001,0,2013.csv,2013,1.0,0.0
6281,Screwball,13967,13967,0,2019.csv,2019,1.0,0.0
6282,Yosemite,13931,13931,0,2016.csv,2016,1.0,0.0
6283,Weed the People,13926,13926,0,2018.csv,2018,1.0,0.0
6284,This Is Martin Bonner,13888,13888,0,2013.csv,2013,1.0,0.0
6285,Falling Away,13869,13869,0,2012.csv,2012,1.0,0.0
6286,Genesis,13856,6784,7072,2019.csv,2019,0.4896073903002309,0.5103926096997691
6287,Blackfoot Trail,13848,13848,0,2015.csv,2015,1.0,0.0
6288,Sympathy for Delicious,13826,13826,0,2011.csv,2011,1.0,0.0
6289,Stavisky...,13793,13793,0,2018.csv,2018,1.0,0.0
6290,The Pretty One,13769,13769,0,2014.csv,2014,1.0,0.0
6291,A Space Program,13739,13739,0,2016.csv,2016,1.0,0.0
6292,Dorfman in Love,13737,13737,0,2013.csv,2013,1.0,0.0
6293,Don McKay,13722,13722,0,2010.csv,2010,1.0,0.0
6294,Time to Die,13707,13707,0,2017.csv,2017,1.0,0.0
6295,Daisies,13692,13692,0,2012.csv,2012,1.0,0.0
6296,This One's for the Ladies,13688,13688,0,2019.csv,2019,1.0,0.0
6297,The Law in These Parts,13683,13683,0,2012.csv,2012,1.0,0.0
6298,Tikkun,13671,13671,0,2016.csv,2016,1.0,0.0
6299,Red Trees,13666,13666,0,2017.csv,2017,1.0,0.0
6300,Fifi Howls from Happiness,13614,13614,0,2014.csv,2014,1.0,0.0
6301,When the Iron Bird Flies: Tibetan Buddhism Arrives in the West,13598,13598,0,2012.csv,2012,1.0,0.0
6302,Stray Dogs,13573,10433,3140,2014.csv,2014,0.7686583658734252,0.23134163412657482
6303,Eli,13547,13547,0,2015.csv,2015,1.0,0.0
6304,Dysfunctional Friends,13546,13546,0,2012.csv,2012,1.0,0.0
6305,Paper Man,13514,13514,0,2010.csv,2010,1.0,0.0
6306,Handsome Harry,13500,13500,0,2010.csv,2010,1.0,0.0
6307,Shadowman,13498,13498,0,2017.csv,2017,1.0,0.0
6308,Spices of Liberty,13463,13463,0,2016.csv,2016,1.0,0.0
6309,War of the Worlds: Goliath,13385,13385,0,2014.csv,2014,1.0,0.0
6310,Solaris 2017 Re-release,13352,0,13352,2017.csv,2017,0.0,1.0
6311,Violet Tendencies,13304,13304,0,2010.csv,2010,1.0,0.0
6312,Rapid Response,13294,13294,0,2019.csv,2019,1.0,0.0
6313,Late Spring,13254,13254,0,2016.csv,2016,1.0,0.0
6314,Days and Nights,13243,13243,0,2014.csv,2014,1.0,0.0
6315,Our Blood is Wine,13210,13210,0,2018.csv,2018,1.0,0.0
6316,"Intent to Destroy: Death, Denial & Depiction",13194,13194,0,2017.csv,2017,1.0,0.0
6317,Sol LeWitt,13146,13146,0,2014.csv,2014,1.0,0.0
6318,The Pleasures of Being Out of Step,13137,13137,0,2014.csv,2014,1.0,0.0
6319,The Trouble with Bliss,13093,13093,0,2012.csv,2012,1.0,0.0
6320,Under the Boardwalk: The Monopoly Story,13080,13080,0,2011.csv,2011,1.0,0.0
6321,Nothing But a Man,13063,13063,0,2012.csv,2012,1.0,0.0
6322,"How Much Does Your Building Weigh, Mr Foster? 2012 Re-release",13013,13013,0,2012.csv,2012,1.0,0.0
6323,Jim,13000,13000,0,2010.csv,2010,1.0,0.0
6324,Bloodworth,12971,12971,0,2011.csv,2011,1.0,0.0
6325,Like Me,12965,12965,0,2018.csv,2018,1.0,0.0
6326,K2: Siren of the Himalayas,12959,12959,0,2014.csv,2014,1.0,0.0
6327,The Last Rampage,12944,6294,6650,2017.csv,2017,0.48624845488257107,0.5137515451174289
6328,A Green Story,12901,12901,0,2013.csv,2013,1.0,0.0
6329,Taipei Story,12897,12897,0,2017.csv,2017,1.0,0.0
6330,Permanent,12847,12847,0,2017.csv,2017,1.0,0.0
6331,The Taqwacores,12839,11445,1394,2010.csv,2010,0.8914245657761508,0.10857543422384922
6332,Junction 48,12795,12795,0,2017.csv,2017,1.0,0.0
6333,Yakuza Apocalypse,12756,12756,0,2015.csv,2015,1.0,0.0
6334,Virginia,12728,12728,0,2012.csv,2012,1.0,0.0
6335,Breakdance Academy 2013 Re-release,12708,12708,0,2013.csv,2013,1.0,0.0
6336,Concerning Violence,12680,12680,0,2014.csv,2014,1.0,0.0
6337,Heal,12668,12668,0,2017.csv,2017,1.0,0.0
6338,Bhopal: A Prayer for Rain,12628,12628,0,2014.csv,2014,1.0,0.0
6339,Kangaroo,12626,4547,8079,2018.csv,2018,0.3601298907017266,0.6398701092982734
6340,American Socialist: The Life and Times of Eugene Victor Debs,12609,12609,0,2018.csv,2018,1.0,0.0
6341,Boy Meets Girl,12589,12589,0,2014.csv,2014,1.0,0.0
6342,Husbands in Goa,12588,10135,2453,2012.csv,2012,0.8051318716237686,0.19486812837623133
6343,Of Fathers and Sons,12579,12579,0,2018.csv,2018,1.0,0.0
6344,Around June,12578,12578,0,2012.csv,2012,1.0,0.0
6345,My Art,12554,12554,0,2018.csv,2018,1.0,0.0
6346,Off Season,12544,12544,0,2019.csv,2019,1.0,0.0
6347,City of Women,12516,12516,0,2016.csv,2016,1.0,0.0
6348,Seven Beauties,12408,12408,0,2017.csv,2017,1.0,0.0
6349,American Chaos,12368,12368,0,2018.csv,2018,1.0,0.0
6350,America the Beautiful 2: The Thin Commandments,12366,12366,0,2011.csv,2011,1.0,0.0
6351,Rebirth,12358,12358,0,2011.csv,2011,1.0,0.0
6352,L'héritage de la chouette,12316,12316,0,2018.csv,2018,1.0,0.0
6353,4 Days in France,12273,12273,0,2017.csv,2017,1.0,0.0
6354,The Armor of Light,12267,12267,0,2015.csv,2015,1.0,0.0
6355,Wa-shoku Dream: Beyond Sushi,12240,12240,0,2015.csv,2015,1.0,0.0
6356,The Living Wake,12232,12232,0,2010.csv,2010,1.0,0.0
6357,Bricked,12201,12201,0,2019.csv,2019,1.0,0.0
6358,Elstree 1976,12173,12173,0,2016.csv,2016,1.0,0.0
6359,Touch the Wall,12156,12156,0,2014.csv,2014,1.0,0.0
6360,Destiny,12156,12156,0,2016.csv,2016,1.0,0.0
6361,Greetings from Tim Buckley,12155,11157,998,2013.csv,2013,0.9178938708350473,0.08210612916495269
6362,Shahid,12153,12153,0,2013.csv,2013,1.0,0.0
6363,Back Door Channels: The Price of Peace,12139,12139,0,2011.csv,2011,1.0,0.0
6364,In No Great Hurry: 13 Lessons in Life with Saul Leiter,12133,12133,0,2014.csv,2014,1.0,0.0
6365,The Most Unknown,12119,12119,0,2018.csv,2018,1.0,0.0
6366,Call Me Kuchu,12110,9124,2986,2012.csv,2012,0.7534269199009084,0.24657308009909165
6367,Zen for Nothing,12107,12107,0,2019.csv,2019,1.0,0.0
6368,Hot Water,12101,12101,0,2016.csv,2016,1.0,0.0
6369,The Kids Grow Up,12095,12095,0,2010.csv,2010,1.0,0.0
6370,A Murder in the Park,12088,12088,0,2015.csv,2015,1.0,0.0
6371,When Two Worlds Collide,12080,12080,0,2016.csv,2016,1.0,0.0
6372,Little England 2015 Re-release,12077,12077,0,2015.csv,2015,1.0,0.0
6373,Imprisoned,12050,12050,0,2019.csv,2019,1.0,0.0
6374,Quartet,12042,12042,0,2019.csv,2019,1.0,0.0
6375,Lost Angels: Skid Row Is My Home,12025,12025,0,2012.csv,2012,1.0,0.0
6376,Queen Margot 2014 Re-release,12005,12005,0,2014.csv,2014,1.0,0.0
6377,Autumn Sonata 2017 Re-release,11959,0,11959,2017.csv,2017,0.0,1.0
6378,The Strange Little Cat,11956,5885,6071,2014.csv,2014,0.4922214787554366,0.5077785212445634
6379,The Last Race,11947,11947,0,2018.csv,2018,1.0,0.0
6380,Frank Serpico,11925,11925,0,2017.csv,2017,1.0,0.0
6381,"Cassandro, The Exotico!",11897,11897,0,2019.csv,2019,1.0,0.0
6382,Revenge of the Mekons,11861,11861,0,2014.csv,2014,1.0,0.0
6383,Les Parents Terribles,11818,11818,0,2018.csv,2018,1.0,0.0
6384,Emptying the Skies,11811,11811,0,2015.csv,2015,1.0,0.0
6385,Strike,11787,2802,8985,2019.csv,2019,0.23771952150674472,0.7622804784932553
6386,The Dry Land,11777,11777,0,2010.csv,2010,1.0,0.0
6387,Summer '03,11746,11746,0,2018.csv,2018,1.0,0.0
6388,Rid of Me,11740,11740,0,2011.csv,2011,1.0,0.0
6389,Lucha Mexico,11722,11722,0,2016.csv,2016,1.0,0.0
6390,White Wedding 2010 Re-release,11710,11710,0,2010.csv,2010,1.0,0.0
6391,36 Saints,11640,11640,0,2013.csv,2013,1.0,0.0
6392,The Tribes of Palos Verdes,11603,11603,0,2017.csv,2017,1.0,0.0
6393,11 Flowers,11599,9213,2386,2012.csv,2012,0.79429261143202,0.20570738856798
6394,Around India with a Movie Camera,11568,10389,1179,2018.csv,2018,0.8980809128630706,0.10191908713692946
6395,The Preppie Connection,11558,11558,0,2016.csv,2016,1.0,0.0
6396,River of Grass,11553,11553,0,2016.csv,2016,1.0,0.0
6397,The Ruins of Lifta,11548,11548,0,2016.csv,2016,1.0,0.0
6398,Ultrasuede: In Search of Halston,11539,11539,0,2012.csv,2012,1.0,0.0
6399,After the Cup: Sons of Sakhnin United,11538,11538,0,2010.csv,2010,1.0,0.0
6400,Elektra Luxx,11514,11514,0,2011.csv,2011,1.0,0.0
6401,The Great Invisible,11428,11428,0,2014.csv,2014,1.0,0.0
6402,The Final Member,11428,11428,0,2014.csv,2014,1.0,0.0
6403,Beside Bowie: The Mick Ronson Story,11400,11400,0,2017.csv,2017,1.0,0.0
6404,Rendezvous in July,11321,11321,0,2018.csv,2018,1.0,0.0
6405,Viktoria,11314,11314,0,2016.csv,2016,1.0,0.0
6406,Saigon Bodyguards,11314,11314,0,2017.csv,2017,1.0,0.0
6407,Dishkiyaoon,11288,11288,0,2014.csv,2014,1.0,0.0
6408,Theo Who Lived,11271,11271,0,2016.csv,2016,1.0,0.0
6409,Daylight's End,11257,0,11257,2016.csv,2016,0.0,1.0
6410,Bullitt County,11257,11257,0,2018.csv,2018,1.0,0.0
6411,In Like Flynn,11255,11255,0,2019.csv,2019,1.0,0.0
6412,Hacker,11239,11239,0,2016.csv,2016,1.0,0.0
6413,The Pathological Optimist,11222,11222,0,2017.csv,2017,1.0,0.0
6414,Children of Invention,11183,11183,0,2010.csv,2010,1.0,0.0
6415,Made Me Do It,11151,11151,0,2019.csv,2019,1.0,0.0
6416,"Now, Forager",11146,11146,0,2012.csv,2012,1.0,0.0
6417,InSight,11100,11100,0,2011.csv,2011,1.0,0.0
6418,Edward II 2018 Re-release,11055,4826,6229,2018.csv,2018,0.4365445499773858,0.5634554500226142
6419,The Challenge,11043,11043,0,2017.csv,2017,1.0,0.0
6420,The Woman with the 5 Elephants 2011 Re-release,11026,11026,0,2011.csv,2011,1.0,0.0
6421,PAY 2 PLAY: Democracy's High Stakes,11021,11021,0,2014.csv,2014,1.0,0.0
6422,Midget Zombie Takeover,11006,11006,0,2013.csv,2013,1.0,0.0
6423,Christina,11000,11000,0,2010.csv,2010,1.0,0.0
6424,Suburban Birds,10997,10997,0,2019.csv,2019,1.0,0.0
6425,Just Before I Go,10970,10970,0,2015.csv,2015,1.0,0.0
6426,Digging Up the Marrow,10969,10969,0,2015.csv,2015,1.0,0.0
6427,Very Good Girls,10963,6940,4023,2014.csv,2014,0.6330384018972909,0.3669615981027091
6428,Wallander: Hämnden 2012 Re-release,10960,10960,0,2012.csv,2012,1.0,0.0
6429,Sarah Palin: You Betcha!,10935,10935,0,2011.csv,2011,1.0,0.0
6430,If the Dancer Dances,10912,10912,0,2019.csv,2019,1.0,0.0
6431,As It Is in Heaven,10850,10850,0,2014.csv,2014,1.0,0.0
6432,What Happened Last Night,10844,10844,0,2016.csv,2016,1.0,0.0
6433,The Forecaster,10824,10172,652,2015.csv,2015,0.9397634885439764,0.06023651145602365
6434,Bleeding Heart,10815,0,10815,2015.csv,2015,0.0,1.0
6435,Terkel in Trouble 2010 Re-release,10783,10783,0,2010.csv,2010,1.0,0.0
6436,The Man Who Shook the Hand of Vicente Fernandez,10782,10782,0,2012.csv,2012,1.0,0.0
6437,Vision Portraits,10771,10771,0,2019.csv,2019,1.0,0.0
6438,Mala Mala,10761,10761,0,2015.csv,2015,1.0,0.0
6439,A Resurrection,10730,10730,0,2013.csv,2013,1.0,0.0
6440,Hollow in the Land,10688,0,10688,2017.csv,2017,0.0,1.0
6441,Made in Cleveland,10681,10681,0,2013.csv,2013,1.0,0.0
6442,Frankie & Alice,10670,10670,0,2010.csv,2010,1.0,0.0
6443,National Bird,10656,10656,0,2016.csv,2016,1.0,0.0
6444,American Meat,10650,10650,0,2013.csv,2013,1.0,0.0
6445,Caucus,10645,10645,0,2013.csv,2013,1.0,0.0
6446,Lovesong,10626,10626,0,2017.csv,2017,1.0,0.0
6447,Inside the Mind of Leonardo,10600,10600,0,2014.csv,2014,1.0,0.0
6448,Marriage Italian Style 2011 Re-release,10600,10600,0,2011.csv,2011,1.0,0.0
6449,China Heavyweight,10550,10550,0,2012.csv,2012,1.0,0.0
6450,Waiting for Armageddon,10501,10501,0,2010.csv,2010,1.0,0.0
6451,Clarence,10495,10495,0,2017.csv,2017,1.0,0.0
6452,Santa Mesa,10490,10490,0,2012.csv,2012,1.0,0.0
6453,Neon Flesh 2012 Re-release,10483,0,10483,2012.csv,2012,0.0,1.0
6454,"Norte, the End of History",10457,10457,0,2014.csv,2014,1.0,0.0
6455,Evil Intent,10454,10454,0,2013.csv,2013,1.0,0.0
6456,Class Rank,10452,10452,0,2018.csv,2018,1.0,0.0
6457,Mama Africa 2018 Re-release,10430,10430,0,2018.csv,2018,1.0,0.0
6458,The Advocates,10402,10402,0,2018.csv,2018,1.0,0.0
6459,Shanghai Calling,10400,10400,0,2013.csv,2013,1.0,0.0
6460,Elemental,10358,10358,0,2013.csv,2013,1.0,0.0
6461,Zero Bridge,10357,10357,0,2011.csv,2011,1.0,0.0
6462,SK1 2016 Re-release,10330,10330,0,2016.csv,2016,1.0,0.0
6463,Painted Woman,10298,10298,0,2017.csv,2017,1.0,0.0
6464,Shepard & Dark,10278,10278,0,2013.csv,2013,1.0,0.0
6465,Moebius,10254,2340,7914,2014.csv,2014,0.22820362785254536,0.7717963721474547
6466,Amelia 2.0,10233,10233,0,2017.csv,2017,1.0,0.0
6467,The Endless Summer,10233,10233,0,2014.csv,2014,1.0,0.0
6468,Approaching the Unknown,10232,10232,0,2016.csv,2016,1.0,0.0
6469,Tip Top,10201,6050,4151,2013.csv,2013,0.5930791098911872,0.4069208901088129
6470,When Lambs Become Lions,10197,9337,860,2019.csv,2019,0.9156614690595273,0.0843385309404727
6471,Prince of the Himalayas,10190,10190,0,2011.csv,2011,1.0,0.0
6472,Miss Minoes 2011 Re-release,10189,10189,0,2011.csv,2011,1.0,0.0
6473,A Bird of the Air,10152,10152,0,2011.csv,2011,1.0,0.0
6474,Beta Test,10104,10104,0,2016.csv,2016,1.0,0.0
6475,Putin's Kiss,10082,10082,0,2012.csv,2012,1.0,0.0
6476,Pawn Shop Chronicles,10080,8088,1992,2013.csv,2013,0.8023809523809524,0.1976190476190476
6477,Before I Disappear,10078,10078,0,2014.csv,2014,1.0,0.0
6478,Little Accidents,10071,10071,0,2015.csv,2015,1.0,0.0
6479,Informant,10068,10068,0,2013.csv,2013,1.0,0.0
6480,The Sunshine Makers,10042,10042,0,2017.csv,2017,1.0,0.0
6481,Circle,10024,10024,0,2010.csv,2010,1.0,0.0
6482,The Life and Mind of Mark DeFriest,10021,10021,0,2015.csv,2015,1.0,0.0
6483,Arjun: The Warrior Prince,10017,10017,0,2012.csv,2012,1.0,0.0
6484,"Hugh Hefner: Playboy, Activist and Rebel",10000,10000,0,2010.csv,2010,1.0,0.0
6485,The Do-Deca-Pentathlon,10000,10000,0,2012.csv,2012,1.0,0.0
6486,Tere Bin Laden: Dead Or Alive,9995,0,9995,2016.csv,2016,0.0,1.0
6487,Made in France,9956,9956,0,2016.csv,2016,1.0,0.0
6488,Olivia,9934,9934,0,2019.csv,2019,1.0,0.0
6489,Streetwise,9904,9904,0,2019.csv,2019,1.0,0.0
6490,52 Tuesdays,9844,0,9844,2015.csv,2015,0.0,1.0
6491,Kabbalah Me,9816,9816,0,2014.csv,2014,1.0,0.0
6492,Down Terrace,9812,9812,0,2010.csv,2010,1.0,0.0
6493,Birth of the Living Dead,9802,9802,0,2013.csv,2013,1.0,0.0
6494,Pelle the Conqueror 2017 Re-release,9757,9757,0,2017.csv,2017,1.0,0.0
6495,"If You Don't, I Will",9719,9719,0,2014.csv,2014,1.0,0.0
6496,Antoine and Antoinette,9704,9704,0,2013.csv,2013,1.0,0.0
6497,Brutal Beauty: Tales of the Rose City Rollers,9677,9677,0,2010.csv,2010,1.0,0.0
6498,The Quest of Alain Ducasse,9627,9627,0,2018.csv,2018,1.0,0.0
6499,The Spanish Prisoner 2019 Re-release,9589,9589,0,2019.csv,2019,1.0,0.0
6500,Vito Bonafacci,9570,9570,0,2011.csv,2011,1.0,0.0
6501,Chosen,9536,9283,253,2016.csv,2016,0.9734689597315436,0.026531040268456377
6502,The Lost Arcade,9522,9522,0,2016.csv,2016,1.0,0.0
6503,Strangers on the Earth,9518,9518,0,2018.csv,2018,1.0,0.0
6504,Living Proof,9512,9512,0,2017.csv,2017,1.0,0.0
6505,In the House of Flies,9480,9480,0,2014.csv,2014,1.0,0.0
6506,Northern Lights,9453,9453,0,2013.csv,2013,1.0,0.0
6507,If I Were You,9432,9432,0,2013.csv,2013,1.0,0.0
6508,Zero Charisma,9417,9417,0,2013.csv,2013,1.0,0.0
6509,"One Cut, One Life",9406,9406,0,2015.csv,2015,1.0,0.0
6510,Miss Kiet's Children 2017 Re-release,9384,9384,0,2017.csv,2017,1.0,0.0
6511,The Tree of Wooden Clogs,9367,0,9367,2016.csv,2016,0.0,1.0
6512,Radio Free Albemuth,9365,9365,0,2014.csv,2014,1.0,0.0
6513,Fritz Lang's Indian Epic 2019 re-release,9345,9345,0,2019.csv,2019,1.0,0.0
6514,The End of Love,9342,9342,0,2013.csv,2013,1.0,0.0
6515,Looking for Maria Sanchez,9338,9338,0,2013.csv,2013,1.0,0.0
6516,The Immortalists,9331,9331,0,2014.csv,2014,1.0,0.0
6517,Better Mus' Come,9318,9318,0,2013.csv,2013,1.0,0.0
6518,Wonderful World,9309,9309,0,2010.csv,2010,1.0,0.0
6519,The City Dark,9269,9269,0,2012.csv,2012,1.0,0.0
6520,Hooligan Sparrow,9263,9263,0,2016.csv,2016,1.0,0.0
6521,The Sacrament,9221,9221,0,2014.csv,2014,1.0,0.0
6522,A Dark Place,9212,0,9212,2019.csv,2019,0.0,1.0
6523,Cracked Up,9197,9197,0,2019.csv,2019,1.0,0.0
6524,Ghost Team One,9195,9195,0,2013.csv,2013,1.0,0.0
6525,Trouble Every Day 2013 Re-release,9189,9189,0,2013.csv,2013,1.0,0.0
6526,Frank & Lola,9188,9188,0,2016.csv,2016,1.0,0.0
6527,The Hollow Point,9149,0,9149,2016.csv,2016,0.0,1.0
6528,Cupcakes,9129,9129,0,2015.csv,2015,1.0,0.0
6529,Thirst Street,9129,9129,0,2017.csv,2017,1.0,0.0
6530,The Ardennes 2016 Re-release,9116,5638,3478,2016.csv,2016,0.6184730144800351,0.3815269855199649
6531,Faith Connections,9111,9111,0,2014.csv,2014,1.0,0.0
6532,Lycan,9110,9110,0,2017.csv,2017,1.0,0.0
6533,The Eyes,9104,9104,0,2017.csv,2017,1.0,0.0
6534,Julian Schnabel: A Private Portrait,9103,9103,0,2017.csv,2017,1.0,0.0
6535,Decoding Deepak,9100,9100,0,2012.csv,2012,1.0,0.0
6536,Gerontophilia 2015 Re-release,9074,4916,4158,2015.csv,2015,0.541767687899493,0.45823231210050697
6537,El Mar La Mar,9065,9065,0,2018.csv,2018,1.0,0.0
6538,Frantz Fanon: Black Skin White Mask,9025,9025,0,2019.csv,2019,1.0,0.0
6539,Step Up: High Water,9005,9005,0,2018.csv,2018,1.0,0.0
6540,Money Fight,9004,9004,0,2012.csv,2012,1.0,0.0
6541,Station to Station,9000,9000,0,2015.csv,2015,1.0,0.0
6542,Mosquita y Mari,9000,9000,0,2012.csv,2012,1.0,0.0
6543,Zoo Wars,8998,8998,0,2018.csv,2018,1.0,0.0
6544,Revolt,8986,0,8986,2017.csv,2017,0.0,1.0
6545,Survivors Guide To Prison,8982,8982,0,2018.csv,2018,1.0,0.0
6546,Colossal Youth,8968,8331,637,2018.csv,2018,0.9289696699375558,0.07103033006244425
6547,Big Words,8965,8965,0,2013.csv,2013,1.0,0.0
6548,Three Stars,8942,8942,0,2012.csv,2012,1.0,0.0
6549,Summer of '67,8941,8941,0,2018.csv,2018,1.0,0.0
6550,This is Congo,8905,7051,1854,2018.csv,2018,0.7918023582257159,0.2081976417742841
6551,B-Side,8870,8870,0,2015.csv,2015,1.0,0.0
6552,The Meanest Man in Texas,8850,8850,0,2019.csv,2019,1.0,0.0
6553,The Pardon,8845,8845,0,2015.csv,2015,1.0,0.0
6554,Providence,8840,8840,0,2016.csv,2016,1.0,0.0
6555,Home Run Showdown,8824,8824,0,2012.csv,2012,1.0,0.0
6556,That Part Feeling - the Universe of Arvo Part,8812,8812,0,2019.csv,2019,1.0,0.0
6557,The Cabinet of Dr. Caligari 2014 Re-release,8811,8811,0,2014.csv,2014,1.0,0.0
6558,Dawn of the Crescent Moon,8799,8799,0,2015.csv,2015,1.0,0.0
6559,Hell Baby,8785,8785,0,2013.csv,2013,1.0,0.0
6560,Only When I Dance,8738,8738,0,2010.csv,2010,1.0,0.0
6561,The Man in the White Suit,8718,8718,0,2012.csv,2012,1.0,0.0
6562,Blood Feast,8708,8708,0,2018.csv,2018,1.0,0.0
6563,Amnesia,8700,8700,0,2017.csv,2017,1.0,0.0
6564,Man on a Mission: Richard Garriott's Road to the Stars,8688,8688,0,2012.csv,2012,1.0,0.0
6565,"Small, Beautifully Moving Parts",8631,8631,0,2012.csv,2012,1.0,0.0
6566,Meet Me in Montenegro,8612,8612,0,2015.csv,2015,1.0,0.0
6567,Almost Human,8608,8447,161,2014.csv,2014,0.981296468401487,0.018703531598513012
6568,Mojave,8602,8253,349,2016.csv,2016,0.9594280399906998,0.04057196000930016
6569,General Education,8601,8601,0,2012.csv,2012,1.0,0.0
6570,Farewell to Hollywood,8601,8601,0,2015.csv,2015,1.0,0.0
6571,Lucky,8564,8564,0,2011.csv,2011,1.0,0.0
6572,From the East,8540,8540,0,2016.csv,2016,1.0,0.0
6573,Inspector Maigret,8528,8528,0,2017.csv,2017,1.0,0.0
6574,The Quitter,8512,8512,0,2014.csv,2014,1.0,0.0
6575,The Empty Hours,8478,8244,234,2014.csv,2014,0.9723991507430998,0.027600849256900213
6576,Furlough,8472,8472,0,2018.csv,2018,1.0,0.0
6577,Canopy,8462,8462,0,2014.csv,2014,1.0,0.0
6578,The Institute,8445,8445,0,2013.csv,2013,1.0,0.0
6579,We Are the Flesh,8438,8438,0,2017.csv,2017,1.0,0.0
6580,Hello Herman,8437,8437,0,2013.csv,2013,1.0,0.0
6581,Red Hollywood,8426,8426,0,2014.csv,2014,1.0,0.0
6582,The Happy Sad,8395,8395,0,2013.csv,2013,1.0,0.0
6583,Downloaded,8377,8377,0,2013.csv,2013,1.0,0.0
6584,Counting,8374,8374,0,2015.csv,2015,1.0,0.0
6585,Gilbert,8362,8362,0,2017.csv,2017,1.0,0.0
6586,Eternity: The Movie,8350,8350,0,2014.csv,2014,1.0,0.0
6587,Gringo Trails,8349,8349,0,2014.csv,2014,1.0,0.0
6588,A Teacher,8348,8348,0,2013.csv,2013,1.0,0.0
6589,Natasha,8325,8325,0,2017.csv,2017,1.0,0.0
6590,The Dead Center,8320,8320,0,2019.csv,2019,1.0,0.0
6591,About Cherry,8315,3003,5312,2012.csv,2012,0.36115453998797353,0.6388454600120265
6592,Mr. Chibbs,8302,8302,0,2017.csv,2017,1.0,0.0
6593,Served Like a Girl,8290,8290,0,2017.csv,2017,1.0,0.0
6594,We Are Twisted Fucking Sister!,8277,8277,0,2016.csv,2016,1.0,0.0
6595,Life Partners,8265,8265,0,2014.csv,2014,1.0,0.0
6596,Aliyah,8253,8253,0,2013.csv,2013,1.0,0.0
6597,Silicon Cowboys,8239,8239,0,2016.csv,2016,1.0,0.0
6598,Brooklyn Brothers Beat the Best,8210,7466,744,2012.csv,2012,0.9093788063337394,0.09062119366626066
6599,Spiral,8190,8190,0,2018.csv,2018,1.0,0.0
6600,Jellyfish Eyes,8176,8176,0,2015.csv,2015,1.0,0.0
6601,Anatahan,8171,8171,0,2017.csv,2017,1.0,0.0
6602,The Other Side,8168,8074,94,2016.csv,2016,0.9884916748285995,0.011508325171400588
6603,Far from Vietnam,8132,8132,0,2013.csv,2013,1.0,0.0
6604,From Nowhere,8109,8109,0,2017.csv,2017,1.0,0.0
6605,Restless City,8100,8100,0,2012.csv,2012,1.0,0.0
6606,Next Year Jerusalem,8093,8093,0,2014.csv,2014,1.0,0.0
6607,Golden Kingdom,8077,8077,0,2016.csv,2016,1.0,0.0
6608,Steak (R)evolution,8038,8025,13,2015.csv,2015,0.9983826822592685,0.0016173177407315252
6609,Straight Outta Tompkins,8022,8022,0,2015.csv,2015,1.0,0.0
6610,Talent Has Hunger,7998,7998,0,2016.csv,2016,1.0,0.0
6611,All About Evil,7995,7995,0,2010.csv,2010,1.0,0.0
6612,One Small Hitch 2015 Re-release,7965,7965,0,2015.csv,2015,1.0,0.0
6613,Roseanne for President!,7960,7960,0,2016.csv,2016,1.0,0.0
6614,Stolen,7943,7943,0,2010.csv,2010,1.0,0.0
