Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
532,Source Code,147332697,54712227,92620470,2011.csv,2011,0.3713515608826464,0.6286484391173536
533,Planes: Fire & Rescue,146965787,59165787,87800000,2014.csv,2014,0.402582044486313,0.597417955513687
534,The Last Witch Hunter,146936910,27367660,119569250,2015.csv,2015,0.18625449521158435,0.8137455047884157
535,Mama,146428180,71628180,74800000,2013.csv,2013,0.4891693661698179,0.5108306338301821
536,The Foreigner,145374099,34393507,110980592,2017.csv,2017,0.23658620921186244,0.7634137907881375
537,"Crazy, Stupid, Love.",145051197,84351197,60700000,2011.csv,2011,0.5815270659227997,0.4184729340772003
538,Pete's Dragon,143695338,76233151,67462187,2016.csv,2016,0.5305193060612725,0.4694806939387275
539,More Than Blue,142958164,722669,142235495,2018.csv,2018,0.005055108290282743,0.9949448917097172
540,Paranormal Activity 4,142802657,53885000,88917657,2012.csv,2012,0.3773389174404507,0.6226610825595493
541,Power Rangers,142337240,85364450,56972790,2017.csv,2017,0.5997337731151735,0.4002662268848265
542,New Year's Eve,142044638,54544638,87500000,2011.csv,2011,0.3839964589159641,0.6160035410840359
543,The Taking of Tiger Mountain,141654055,228984,141425071,2014.csv,2014,0.0016165015537324364,0.9983834984462676
544,Trainwreck,140795793,110212700,30583093,2015.csv,2015,0.7827840424180856,0.2172159575819144
545,Sausage Party,140705322,97685686,43019636,2016.csv,2016,0.6942572221966131,0.3057427778033869
546,Girls Trip,140552359,115171585,25380774,2017.csv,2017,0.8194212165446473,0.18057878345535275
547,Step Up Revolution,140470746,35074677,105396069,2012.csv,2012,0.24969381881121355,0.7503061811887864
548,Lion,140312928,51738905,88574023,2016.csv,2016,0.3687394008341127,0.6312605991658873
549,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,84398077,2010.csv,2010,0.3974724464082721,0.6025275535917278
550,The Wolfman,139789765,61979680,77810085,2010.csv,2010,0.4433778109577622,0.5566221890422378
551,Mr. Six,139191345,1415450,137775895,2015.csv,2015,0.010169094924688026,0.989830905075312
552,The Admiral,138342258,2589811,135752447,2014.csv,2014,0.018720317547513212,0.9812796824524868
553,Let's Be Cops,138224951,82390774,55834177,2014.csv,2014,0.5960629640592168,0.40393703594078323
554,Escape Plan,137328301,25135965,112192336,2013.csv,2013,0.18303557836923942,0.8169644216307606
555,The First Purge,137056262,69488745,67567517,2018.csv,2018,0.5070089026650968,0.49299109733490326
556,Annie,136853506,85911262,50942244,2014.csv,2014,0.6277607677804031,0.3722392322195969
557,The Best Exotic Marigold Hotel,136836156,46412041,90424115,2012.csv,2012,0.3391796609662142,0.6608203390337858
558,How Long Will I Love U,136796719,746933,136049786,2018.csv,2018,0.005460167505918033,0.994539832494082
559,Contagion,136515867,75658097,60857770,2011.csv,2011,0.5542073508568788,0.4457926491431212
560,The Wind Rises,136454220,5209580,131244640,2012.csv,2012,0.03817822563494189,0.9618217743650581
561,The Bounty Hunter,136333522,67061228,69272294,2010.csv,2010,0.49189096721201114,0.5081090327879888
562,Saw: The Final Chapter,136150434,45710178,90440256,2010.csv,2010,0.3357328849939619,0.6642671150060381
563,Unknown,135710029,63686397,72023632,2011.csv,2011,0.4692829076029451,0.5307170923970549
564,Jack Ryan: Shadow Recruit,135503748,50577412,84926336,2014.csv,2014,0.3732547087922616,0.6267452912077384
565,American Made,134866593,51342000,83524593,2017.csv,2017,0.3806873063072039,0.6193126936927961
566,Wall Street: Money Never Sleeps,134748021,52474616,82273405,2010.csv,2010,0.38942773044510987,0.6105722695548902
567,Last Vegas,134402450,63914167,70488283,2012.csv,2012,0.4755431690419334,0.5244568309580666
568,Point Break,133718711,28782481,104936230,2015.csv,2015,0.21524647362178057,0.7847535263782194
569,The Big Short,133440870,70259870,63181000,2015.csv,2015,0.5265243699325401,0.47347563006745985
570,The Artist,133432856,44671682,88761174,2011.csv,2011,0.33478772274798646,0.6652122772520136
571,Zero Dark Thirty,132820716,95720716,37100000,2012.csv,2012,0.7206761029657452,0.2793238970342548
572,Ad Astra,132807427,50188370,82619057,2019.csv,2019,0.37790333819207267,0.6220966618079273
573,A Wrinkle in Time,132675864,100478608,32197256,2018.csv,2018,0.7573239394921144,0.2426760605078856
574,Ghost Rider: Spirit of Vengeance,132563930,51774002,80789928,2012.csv,2012,0.39055874399619867,0.6094412560038014
575,The Three Musketeers,132274484,20374484,111900000,2011.csv,2011,0.1540318539439549,0.8459681460560451
576,2 Guns,131940411,75612460,56327951,2013.csv,2013,0.5730803733815867,0.4269196266184134
577,The House with a Clock in Its Walls,131457147,68549695,62907452,2018.csv,2018,0.521460388912898,0.478539611087102
578,A Bad Moms Christmas,130560428,72110659,58449769,2017.csv,2017,0.5523163496369665,0.4476836503630334
579,Cloud Atlas,130482868,27108272,103374596,2012.csv,2012,0.2077534960375028,0.7922465039624972
580,The Woman in Black,128955898,54333290,74622608,2012.csv,2012,0.4213323379749564,0.5786676620250436
581,Pan,128388320,35088320,93300000,2015.csv,2015,0.2732983810365304,0.7267016189634695
582,Blended,127994610,46294610,81700000,2014.csv,2014,0.36169187124364066,0.6383081287563593
583,The Adjustment Bureau,127869379,62495645,65373734,2010.csv,2010,0.4887459803804944,0.5112540196195057
584,Predators,127233108,52000688,75232420,2010.csv,2010,0.40870406152461514,0.5912959384753849
585,Chronicle,126636097,64575175,62060922,2012.csv,2012,0.5099270786906833,0.49007292130931673
586,Walking with Dinosaurs 3D,126546518,36076121,90470397,2012.csv,2012,0.2850818937586256,0.7149181062413744
587,Sex Tape,126069509,38543473,87526036,2014.csv,2014,0.30573191968249835,0.6942680803175016
588,This Is the End,126041322,101470202,24571120,2013.csv,2013,0.8050550437736602,0.1949449562263398
589,The Upside,125852517,108252517,17600000,2019.csv,2019,0.860153770305603,0.13984622969439697
590,Detective Chinatown,125842935,474252,125368683,2015.csv,2015,0.003768602504383738,0.9962313974956163
591,Wolf Totem,125837070,210591,125626479,2015.csv,2015,0.0016735211651065938,0.9983264788348934
592,Mechanic: Resurrection,125729635,21218403,104511232,2016.csv,2016,0.1687621458536804,0.8312378541463196
593,Ender's Game,125544024,61737191,63806833,2013.csv,2013,0.49175730578780874,0.5082426942121913
594,Happy Death Day,125479266,55683845,69795421,2017.csv,2017,0.44376929173302626,0.5562307082669737
595,Captain Underpants: The First Epic Movie,125427681,73921000,51506681,2017.csv,2017,0.5893515642691345,0.4106484357308655
596,Midway,125408249,56846802,68561447,2019.csv,2019,0.4532939615479361,0.5467060384520639
597,Ride Along 2,124605297,91221830,33383467,2015.csv,2015,0.7320862932496361,0.2679137067503639
598,The Theory of Everything,123726688,35893537,87833151,2014.csv,2014,0.2901034334645731,0.7098965665354269
599,The Curse of la Llorona,123133739,54733739,68400000,2019.csv,2019,0.4445064321485438,0.5554935678514562
600,The Lego Ninjago Movie,123081555,59281555,63800000,2017.csv,2017,0.4816445079849698,0.5183554920150302
601,The Pirates! Band of Misfits,123054041,31051126,92002915,2012.csv,2012,0.25233731251458863,0.7476626874854114
602,Looking Up,122994583,84267,122910316,2019.csv,2019,0.0006851277344466463,0.9993148722655534
603,The Invisible Man,122914050,64914050,58000000,2020.csv,2020,0.5281255478930196,0.4718744521069804
604,Zombieland: Double Tap,122810399,73123082,49687317,2019.csv,2019,0.5954144160056023,0.40458558399439776
605,Dragon Blade,122593849,74068,122519781,2015.csv,2015,0.0006041738684621934,0.9993958261315378
606,Prisoners,122126687,61002302,61124385,2013.csv,2013,0.4995001788593512,0.5004998211406488
607,Secret Superstar,122026260,0,122026260,2017.csv,2017,0.0,1.0
608,Deepwater Horizon,121790373,61433527,60356846,2016.csv,2016,0.5044202221139433,0.4955797778860567
609,Last Christmas,121550750,35150750,86400000,2019.csv,2019,0.2891857927655732,0.7108142072344268
610,The Nut Job,120885527,64251541,56633986,2014.csv,2014,0.531507307735855,0.4684926922641451
611,Dora and the Lost City of Gold,120624994,60477943,60147051,2019.csv,2019,0.5013715731252182,0.49862842687478187
612,Instant Family,120556201,67363237,53192964,2018.csv,2018,0.5587704028596588,0.4412295971403412
613,We Bought a Zoo,120081841,75624550,44457291,2011.csv,2011,0.629775071486454,0.37022492851354605
614,The Commuter,119942387,36343858,83598529,2017.csv,2017,0.3030109614210029,0.6969890385789971
615,Extreme Job,119932733,1565885,118366848,2019.csv,2019,0.013056360518358236,0.9869436394816418
616,Parental Guidance,119772232,77267296,42504936,2012.csv,2012,0.6451186114658028,0.35488138853419715
617,Wonder Park,119559110,45216793,74342317,2019.csv,2019,0.37819613244026323,0.6218038675597368
618,Allied,119520023,40098064,79421959,2016.csv,2016,0.33549243878575896,0.664507561214241
619,I Belonged to You,119107580,744541,118363039,2016.csv,2016,0.006250995948368693,0.9937490040516314
620,The Shallows,119100758,55124043,63976715,2016.csv,2016,0.46283536667331704,0.537164633326683
621,The Purge: Election Year,118587880,79213375,39374505,2016.csv,2016,0.6679719293405025,0.3320280706594974
622,Jurassic Park 2013 Re-release,118192315,45385935,72806380,2013.csv,2013,0.38400072796611184,0.6159992720338882
623,A Cool Fish,118153135,551876,117601259,2018.csv,2018,0.004670853634141828,0.9953291463658581
624,Why Him?,118102725,60323786,57778939,2016.csv,2016,0.5107738707976467,0.4892261292023533
625,P Storm,117991727,326711,117665016,2019.csv,2019,0.0027689314183866466,0.9972310685816134
626,Saving Mr. Banks,117867984,83301580,34566404,2013.csv,2013,0.7067362753909493,0.29326372460905076
627,Pompeii,117831631,23219748,94611883,2014.csv,2014,0.19705869979852864,0.8029413002014714
628,Magic Mike XXL,117813057,66013057,51800000,2015.csv,2015,0.5603203811271954,0.43967961887280455
629,Game Night,117679066,69179066,48500000,2018.csv,2018,0.5878621266419637,0.41213787335803637
630,Water for Elephants,117094902,58709717,58385185,2011.csv,2011,0.5013857648559286,0.49861423514407144
631,Warm Bodies,116980662,66380662,50600000,2013.csv,2013,0.5674498747493838,0.4325501252506162
632,Abraham Lincoln: Vampire Hunter,116471580,37519139,78952441,2012.csv,2012,0.32213127872052566,0.6778687212794744
633,Personal Tailor,116126458,375892,115750566,2013.csv,2013,0.0032369195312923434,0.9967630804687077
634,The Iron Lady,115890699,30017992,85872707,2011.csv,2011,0.25901985456140875,0.7409801454385913
635,A Nightmare on Elm Street,115694863,63075011,52619852,2010.csv,2010,0.5451841971583474,0.4548158028416525
636,Dragon Ball Super: Broly,115560610,30712119,84848491,2018.csv,2018,0.2657663281632037,0.7342336718367963
637,Pitch Perfect,115350426,65001093,50349333,2012.csv,2012,0.5635097784554346,0.4364902215445654
638,The Monkey King 3,115084576,187074,114897502,2018.csv,2018,0.0016255349457081026,0.998374465054292
639,The Gentlemen,114996853,36296853,78700000,2020.csv,2020,0.31563344607351995,0.68436655392648
640,Dear John,114984666,80014842,34969824,2010.csv,2010,0.6958740220195969,0.3041259779804031
641,So Young,114926694,11186,114915508,2013.csv,2013,9.733160861653256e-05,0.9999026683913834
642,Finding Mr Right 2,114679097,0,114679097,2016.csv,2016,0.0,1.0
643,Office Christmas Party,114501299,54767494,59733805,2016.csv,2016,0.47831329843690246,0.5216867015630976
644,Hope Springs,114281051,63536011,50745040,2012.csv,2012,0.5559627816163504,0.4440372183836496
645,Seventh Son,114178613,17223265,96955348,2014.csv,2014,0.15084493100297164,0.8491550689970284
646,The Dark Tower,113231078,50701325,62529753,2017.csv,2017,0.44776863291895885,0.5522313670810411
647,Pet Sematary,113118226,54724696,58393530,2019.csv,2019,0.4837831880425706,0.5162168119574294
648,Insidious: Chapter 3,112983889,52218558,60765331,2015.csv,2015,0.46217702773534375,0.5378229722646563
649,Cats & Dogs: The Revenge of Kitty Galore,112483764,43585753,68898011,2010.csv,2010,0.3874848373672844,0.6125151626327155
650,Tooth Fairy,112462508,60022256,52440252,2010.csv,2010,0.5337090295016362,0.46629097049836377
651,How to Be Single,112343513,46843513,65500000,2016.csv,2016,0.4169667811616324,0.5830332188383677
652,The Purge: Anarchy,111928365,71962800,39965565,2014.csv,2014,0.6429362208587609,0.35706377914123916
653,Get Hard,111711453,90411453,21300000,2015.csv,2015,0.809330203591569,0.19066979640843093
654,Good Boys,110940306,83140306,27800000,2019.csv,2019,0.7494147888865567,0.2505852111134433
655,Free Birds,110387072,55750480,54636592,2013.csv,2013,0.5050453734292364,0.49495462657076367
656,10 Cloverfield Lane,110216998,72082998,38134000,2016.csv,2016,0.6540098107190326,0.34599018928096736
657,Moneyball,110206216,75605492,34600724,2011.csv,2011,0.6860365480654921,0.3139634519345079
658,Buddies in India,110155128,293194,109861934,2017.csv,2017,0.002661646401064506,0.9973383535989355
659,The 5th Wave,109906372,34916787,74989585,2015.csv,2015,0.3176957474312772,0.6823042525687227
660,Along With the Gods: The Two Worlds,109383972,1908823,107475149,2017.csv,2017,0.017450664526974757,0.9825493354730253
661,Sanctum,108609310,23209310,85400000,2010.csv,2010,0.2136954005140075,0.7863045994859925
662,The Boxtrolls,108255770,50837305,57418465,2014.csv,2014,0.4696036525351027,0.5303963474648973
663,Neighbors 2: Sorority Rising,108007109,55455765,52551344,2016.csv,2016,0.5134455084803723,0.48655449151962765
664,Horrible Bosses 2,107645357,54445357,53200000,2014.csv,2014,0.5057845365313806,0.49421546346861944
665,The Call of the Wild,107604626,62342368,45262258,2020.csv,2020,0.579365128781731,0.420634871218269
666,Paul Blart: Mall Cop 2,107588225,71038190,36550035,2015.csv,2015,0.6602784830774929,0.33972151692250707
667,Vacation,107228221,58884188,48344033,2015.csv,2015,0.5491482321617552,0.45085176783824477
668,ParaNorman,107139399,56003051,51136348,2012.csv,2012,0.5227120137196215,0.4772879862803785
669,The Man from U.N.C.L.E.,107045109,45445109,61600000,2015.csv,2015,0.42454166682197503,0.575458333178025
670,The Breakup Guru,106980263,208959,106771304,2014.csv,2014,0.00195324814260365,0.9980467518573963
671,Hereafter,106956330,32746941,74209389,2010.csv,2010,0.30617113545313307,0.693828864546867
672,Shaun the Sheep Movie,106209378,19375982,86833396,2015.csv,2015,0.18243193176406702,0.817568068235933
673,Scary Stories to Tell in the Dark,105822706,68947075,36875631,2019.csv,2019,0.6515338494557114,0.34846615054428864
674,Life as We Know It,105734416,53374681,52359735,2010.csv,2010,0.50479950634049,0.4952004936595101
675,First Man,105697415,44936545,60760870,2018.csv,2018,0.4251432733714443,0.5748567266285557
676,Gangster Squad,105200903,46000903,59200000,2013.csv,2013,0.4372671877160598,0.5627328122839402
677,Sisters,105011053,87044645,17966408,2015.csv,2015,0.8289093625220576,0.17109063747794245
678,The Campaign,104907746,86907746,18000000,2012.csv,2012,0.8284206773444546,0.17157932265554537
679,Let the Bullets Fly,104723314,63012,104660302,2010.csv,2010,0.0006016998277957476,0.9993983001722042
680,Book Club,104438188,68566296,35871892,2018.csv,2018,0.6565251400187065,0.34347485998129346
681,Ouija,103590271,50856010,52734261,2014.csv,2014,0.49093423068658637,0.5090657693134136
682,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,60874496,2014.csv,2014,0.41021711417518064,0.5897828858248194
683,Cold War II,103197501,560824,102636677,2016.csv,2016,0.00543447268165922,0.9945655273183408
684,Night School,103105878,77339130,25766748,2018.csv,2018,0.75009428657404,0.24990571342596005
685,Transcendence,103039258,23022309,80016949,2014.csv,2014,0.22343240282262125,0.7765675971773788
686,Jigsaw,102952888,38052832,64900056,2017.csv,2017,0.3696140316141496,0.6303859683858505
687,Love & Other Drugs,102820008,32367005,70453003,2010.csv,2010,0.31479286599549766,0.6852071340045023
688,Chappie,102811889,31569268,71242621,2015.csv,2015,0.3070585348354022,0.6929414651645979
689,Star Wars: Episode I - The Phantom Menace 2012 3D Release,102739593,43456382,59283211,2012.csv,2012,0.4229759991359903,0.5770240008640096
690,Project X,102731865,54731865,48000000,2012.csv,2012,0.5327642499238187,0.46723575007618134
691,Railroad Tigers,102205175,218044,101987131,2016.csv,2016,0.002133394908819441,0.9978666050911805
692,Heaven Is for Real,101888019,91443253,10444766,2014.csv,2014,0.8974877900020806,0.10251220999791938
693,The Devil Inside,101758490,53261944,48496546,2012.csv,2012,0.5234152354265477,0.4765847645734523
694,Joy,101134059,56451232,44682827,2015.csv,2015,0.5581822044737669,0.4418177955262332
695,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,33700000,2014.csv,2014,0.665190155251325,0.334809844748675
696,Life,100541806,30234022,70307784,2017.csv,2017,0.30071095003008,0.69928904996992
697,Instructions Not Included,100486616,44467206,56019410,2013.csv,2013,0.44251869323572407,0.557481306764276
698,Tammy,100375432,84525432,15850000,2014.csv,2014,0.8420928340313395,0.15790716596866053
699,PK,100370104,10616104,89754000,2014.csv,2014,0.10576958254422054,0.8942304174557795
700,Aftershock,100293273,62962,100230311,2010.csv,2010,0.0006277788940041871,0.9993722211059958
701,Philomena,100129872,37709979,62419893,2013.csv,2013,0.376610678180034,0.623389321819966
702,Atomic Blonde,100014025,51687870,48326155,2017.csv,2017,0.5168062179279356,0.48319378207206437
703,The Book of Life,99783556,50151543,49632013,2014.csv,2014,0.5026032846534353,0.4973967153465647
704,Black Mass,99775678,62575678,37200000,2015.csv,2015,0.6271636460340565,0.3728363539659435
705,Insidious,99557032,54009150,45547882,2011.csv,2011,0.5424945773795266,0.45750542262047345
706,Line Walker 2: Invisible Spy,99482027,296751,99185276,2019.csv,2019,0.002982960932229497,0.9970170390677705
707,The Lucky One,99357138,60457138,38900000,2012.csv,2012,0.6084830865397914,0.39151691346020856
708,Blue Jasmine,99104804,33405481,65699323,2013.csv,2013,0.3370722674553698,0.6629277325446302
709,Ode to My Father,99085291,2300121,96785170,2014.csv,2014,0.023213546398122804,0.9767864536018772
710,Justin Bieber: Never Say Never,99036827,73013910,26022917,2011.csv,2011,0.7372399965923787,0.2627600034076213
711,Young Detective Dee: Rise of the Sea Dragon,98774891,87783,98687108,2013.csv,2013,0.0008887177612780155,0.999111282238722
712,Spotlight,98690254,45055776,53634478,2015.csv,2015,0.45653723821604514,0.5434627617839549
713,Devil and Angel,98599942,131058,98468884,2015.csv,2015,0.0013291894228497619,0.9986708105771502
714,The Visit,98450062,65206105,33243957,2015.csv,2015,0.6623267032579421,0.3376732967420579
715,Riddick,98337295,42025135,56312160,2013.csv,2013,0.4273570368190421,0.572642963180958
716,Alpha,98203196,35857181,62346015,2018.csv,2018,0.36513252582940375,0.6348674741705962
717,Killers,98159963,47059963,51100000,2010.csv,2010,0.4794211566685289,0.5205788433314711
718,Paul,97984015,37412945,60571070,2011.csv,2011,0.3818270255612612,0.6181729744387388
719,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,2018.csv,2018,0.012252129233715547,0.9877478707662845
720,A Simple Favor,97644617,53548586,44096031,2018.csv,2018,0.5484028474401206,0.4515971525598795
721,Safe Haven,97594140,71349120,26245020,2013.csv,2013,0.7310799603336839,0.26892003966631606
722,The Little Prince,97571250,1339152,96232098,2015.csv,2015,0.013724862600407395,0.9862751373995926
723,Evil Dead,97542952,54239856,43303096,2013.csv,2013,0.5560612518677925,0.44393874813220746
724,42,97470701,95020213,2450488,2013.csv,2013,0.9748592348792074,0.025140765120792555
725,Scream 4,97138686,38180928,58957758,2011.csv,2011,0.39305584183010256,0.6069441581698974
726,The Shack,96942115,57386418,39555697,2017.csv,2017,0.5919658138261168,0.40803418617388326
727,The Rite,96560591,33047633,63512958,2011.csv,2011,0.34224762563849676,0.6577523743615032
728,Contraband,96262212,66528000,29734212,2012.csv,2012,0.6911123131057907,0.3088876868942093
729,Kick-Ass,96188903,48071303,48117600,2010.csv,2010,0.4997593433413,0.5002406566587
730,Assassination,96119773,1904682,94215091,2015.csv,2015,0.019815714712518098,0.9801842852874819
731,Think Like a Man,96070507,91547205,4523302,2012.csv,2012,0.9529168509540602,0.04708314904593977
732,Dolphin Tale,95932565,72286779,23645786,2011.csv,2011,0.7535165874069978,0.2464834125930022
733,The Favourite,95918706,34366783,61551923,2018.csv,2018,0.35829072798375744,0.6417092720162426
734,Some Like It Hot,95721320,100026,95621294,2016.csv,2016,0.001044970963626494,0.9989550290363735
735,Poltergeist,95437994,47425125,48012869,2015.csv,2015,0.49692080703205055,0.5030791929679495
736,The Mortal Instruments: City of Bones,95396573,31165421,64231152,2013.csv,2013,0.32669329746258285,0.6733067025374172
737,Truth or Dare,95330493,41411015,53919478,2018.csv,2018,0.43439421843753606,0.565605781562464
738,Rush,95224595,26947624,68276971,2013.csv,2013,0.28299016656358583,0.7170098334364142
739,The Hustle,95017038,35417038,59600000,2019.csv,2019,0.3727440756467277,0.6272559243532723
740,I Feel Pretty,94539426,48795601,45743825,2018.csv,2018,0.5161402291568811,0.48385977084311893
741,Veteran,94393020,1200627,93192393,2015.csv,2015,0.01271944684045494,0.9872805531595451
742,Masquerade,94268432,922921,93345511,2012.csv,2012,0.009790350602203715,0.9902096493977963
743,Police Story: Lockdown,94249025,0,94249025,2013.csv,2013,0.0,1.0
744,Cong cong na nian,94244191,569280,93674911,2014.csv,2014,0.006040478399353017,0.9939595216006469
745,Dirty Grandpa,94073028,35593113,58479915,2016.csv,2016,0.378356195784407,0.6216438042155931
746,Ben-Hur,94061311,26410477,67650834,2016.csv,2016,0.2807793844166174,0.7192206155833827
747,Blockers,94017294,60311495,33705799,2018.csv,2018,0.6414936277574634,0.35850637224253656
748,In the Heart of the Sea,93920758,25020758,68900000,2015.csv,2015,0.26640285420183685,0.7335971457981632
749,Nothing to Declare,93811164,0,93811164,2011.csv,2011,0.0,1.0
750,Kill Zone 2,93638358,11998,93626360,2015.csv,2015,0.00012813125151126635,0.9998718687484888
751,The Internship,93492844,44672764,48820080,2013.csv,2013,0.4778201420421011,0.5221798579578989
752,BlacKkKlansman,93400823,49275340,44125483,2018.csv,2018,0.5275685847008008,0.47243141529919924
753,Goosebumps 2: Haunted Halloween,93320380,46700633,46619747,2018.csv,2018,0.5004333780038187,0.49956662199618135
754,Money Monster,93282604,41012075,52270529,2016.csv,2016,0.43965405382551287,0.5603459461744872
755,Nanny McPhee Returns,93251121,29011215,64239906,2010.csv,2010,0.3111084852266816,0.6888915147733183
756,Train to Busan,92688375,2129768,90558607,2016.csv,2016,0.022977725092278294,0.9770222749077218
757,Southpaw,91970827,52421953,39548874,2015.csv,2015,0.5699845778270538,0.4300154221729462
758,Get Him to the Greek,91720255,60974475,30745780,2010.csv,2010,0.6647874561622185,0.33521254383778154
759,Shadow,91708374,521396,91186978,2018.csv,2018,0.005685369582498541,0.9943146304175015
760,Season of the Witch,91627228,24827228,66800000,2011.csv,2011,0.2709590647007241,0.7290409352992759
761,Crawl,91542097,39014193,52527904,2019.csv,2019,0.4261885436161682,0.5738114563838318
762,Five Feet Apart,91522094,45729221,45792873,2019.csv,2019,0.49965225883052894,0.500347741169471
763,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019,0.4898806325514997,0.5101193674485003
764,Overboard,91244913,50316123,40928790,2018.csv,2018,0.551440308787406,0.448559691212594
765,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,2014.csv,2014,0.35714159823291414,0.6428584017670859
766,My Big Fat Greek Wedding 2,90632641,59689605,30943036,2016.csv,2016,0.6585883887020351,0.34141161129796493
767,Sherlock Gnomes,90497778,43242871,47254907,2018.csv,2018,0.4778335110062039,0.522166488993796
768,Jojo Rabbit,90335025,33370906,56964119,2019.csv,2019,0.369412705647671,0.630587294352329
769,Red Riding Hood,90260376,37662162,52598214,2011.csv,2011,0.4172613019028416,0.5827386980971584
770,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,2018.csv,2018,0.0029204880975530517,0.9970795119024469
771,Sucker Punch,89792502,36392502,53400000,2011.csv,2011,0.4052955557469598,0.5947044442530401
772,Burlesque,89519773,39440655,50079118,2010.csv,2010,0.4405803732321797,0.5594196267678203
773,The Hundred-Foot Journey,89514453,54240821,35273632,2014.csv,2014,0.6059448411085079,0.39405515889149206
774,The Purge,89328627,64473115,24855512,2013.csv,2013,0.7217519978226017,0.2782480021773983
775,The Last Song,89137047,62950384,26186663,2010.csv,2010,0.7062202094265025,0.29377979057349746
776,The Inbetweeners,88823111,36000,88787111,2011.csv,2011,0.00040529992244923735,0.9995947000775508
777,Collateral Beauty,88528280,31016021,57512259,2016.csv,2016,0.350351559976089,0.649648440023911
778,This Is 40,88215156,67544505,20670651,2012.csv,2012,0.7656791424820469,0.23432085751795304
779,Dhoom 3,88031955,8031955,80000000,2013.csv,2013,0.09123908471645324,0.9087609152835467
780,Chasing the Dragon,87965942,456854,87509088,2017.csv,2017,0.005193532742478902,0.9948064672575211
781,Deliver Us from Evil,87937815,30577122,57360693,2014.csv,2014,0.3477130060600209,0.652286993939979
782,Tiger Zinda Hai,87320000,5560921,81759079,2017.csv,2017,0.06368439074667888,0.9363156092533211
783,Pain & Gain,87305549,49875291,37430258,2013.csv,2013,0.5712728637672274,0.42872713623277253
784,Sultan,87280000,6200000,81080000,2016.csv,2016,0.07103574702108158,0.9289642529789184
785,A Million Ways to Die in the West,87189756,43139300,44050456,2014.csv,2014,0.49477486781818725,0.5052251321818128
786,The Thieves,87126367,685839,86440528,2012.csv,2012,0.007871773191231536,0.9921282268087684
787,About Time,87100449,15322921,71777528,2013.csv,2013,0.17592241114623874,0.8240775888537613
788,Dinner for Schmucks,86855739,73026337,13829402,2010.csv,2010,0.8407773376955552,0.15922266230444485
789,Snowpiercer,86758912,4563650,82195262,2013.csv,2013,0.052601512568530136,0.9473984874314698
790,The Lincoln Lawyer,86752352,58009200,28743152,2011.csv,2011,0.6686758187259292,0.3313241812740708
791,Robin Hood,86489031,30824628,55664403,2018.csv,2018,0.35639927564918605,0.643600724350814
792,A Taxi Driver,86252940,1527829,84725111,2017.csv,2017,0.01771335562590678,0.9822866443740932
793,War Dogs,86234523,43034523,43200000,2016.csv,2016,0.4990405408747956,0.5009594591252045
794,Step Up All In,86165646,14904384,71261262,2014.csv,2014,0.1729736233858213,0.8270263766141787
795,Hall Pass,86157237,45060734,41096503,2011.csv,2011,0.523005792305062,0.47699420769493805
796,I Can Only Imagine,86026201,83482352,2543849,2018.csv,2018,0.9704293695359162,0.029570630464083845
797,John Wick,86013056,43037835,42975221,2014.csv,2014,0.5003639796265348,0.49963602037346516
798,The Second Best Exotic Marigold Hotel,85978266,33078266,52900000,2015.csv,2015,0.38472822887588826,0.6152717711241118
799,Spy Kids 4-D: All the Time in the World,85564310,38538188,47026122,2011.csv,2011,0.45040026618574963,0.5495997338142503
800,Paper Towns,85512300,32000304,53511996,2015.csv,2015,0.37421872642882953,0.6257812735711704
801,The Possession,85446075,49130154,36315921,2012.csv,2012,0.5749843278348362,0.42501567216516384
802,Nerve,85251425,38583626,46667799,2016.csv,2016,0.4525862881470896,0.5474137118529103
803,J. Edgar,84920539,37306030,47614509,2011.csv,2011,0.4393051485459837,0.5606948514540163
804,Going in Style,84918541,45018541,39900000,2017.csv,2017,0.5301379471416025,0.46986205285839755
805,Sicario,84872444,46889293,37983151,2015.csv,2015,0.5524678068655593,0.44753219313444065
806,Carrie,84790678,35266619,49524059,2013.csv,2013,0.41592566343201076,0.5840743365679892
807,The Judge,84419388,47119388,37300000,2014.csv,2014,0.5581583699706517,0.44184163002934823
808,What to Expect When You're Expecting,84384002,41152203,43231799,2012.csv,2012,0.4876777828100639,0.5123222171899361
809,Leap!,84197417,2844490,81352927,2016.csv,2016,0.0337835779451524,0.9662164220548476
810,Finding Mr. Right,84112033,6945,84105088,2013.csv,2013,8.256844772733052e-05,0.9999174315522726
811,Marmaduke,83761844,33644788,50117056,2010.csv,2010,0.40167200712534457,0.5983279928746554
812,Mortal Engines,83672673,15951040,67721633,2018.csv,2018,0.19063619492591088,0.8093638050740891
813,Piranha 3D,83188165,25003155,58185010,2010.csv,2010,0.30056144404675833,0.6994385559532417
